WC_TA,RE_TA,EBIT_TA,MVE_BVTD,S_TA,Industry,Rating
0.035,0.119,0.036,0.852,0.291,10,'BB'
0.146,0.327,0.053,2.16,0.315,1,'AA'
0.059,0.144,0.042,0.82,0.238,12,'BBB'
0.078,0.268,0.052,1.484,0.436,11,'BBB'
0.291,0.376,0.068,1.902,0.308,9,'A'
0.44,0.625,0.096,3.546,0.472,5,'AAA'
0.038,0.058,0.037,0.611,0.128,6,'BB'
0.037,0.105,0.035,0.602,0.122,3,'BBB'
0.147,0.415,0.056,3.694,0.586,10,'AAA'
0.228,0.396,0.071,1.652,0.265,5,'A'
0.312,0.441,0.072,1.873,0.416,3,'A'
0.182,0.267,0.059,0.811,0.195,5,'BBB'
0.026,-0.045,0.039,0.224,0.107,6,'B'
-0.033,-0.219,0.015,0.333,0.141,1,'B'
0.078,0.309,0.039,3.438,0.527,11,'AAA'
-0.004,0.114,0.036,0.375,0.111,3,'BBB'
0.179,0.355,0.061,1.626,0.282,2,'A'
0.047,0.079,0.044,0.544,0.185,12,'BB'
-0.096,-0.078,0.005,0.829,0.169,9,'B'
0.076,-0.194,0.044,0.056,0.062,9,'CCC'
0.436,0.653,0.088,4.522,0.829,8,'AAA'
0.015,0.146,0.034,1.034,0.293,12,'BBB'
0.649,0.934,0.124,17.763,0.877,4,'AAA'
-0.049,-0.011,0.014,1.648,0.506,8,'BBB'
0.031,0.205,0.042,1.534,0.332,7,'A'
0.236,0.206,0.066,0.507,0.11,2,'BB'
0.259,0.535,0.081,4.601,0.733,3,'AAA'
0.117,0.154,0.05,0.732,0.228,8,'BB'
-0.029,-0.008,0.026,1.239,0.354,12,'BBB'
0.181,0.276,0.062,1.209,0.22,9,'BBB'
0.096,0.216,0.045,1.397,0.247,1,'A'
-0.113,-0.044,0.006,0.668,0.173,9,'BB'
0.048,0.079,0.035,1.098,0.285,5,'BBB'
0.201,0.286,0.061,1.608,0.228,12,'A'
0.043,-0.047,0.041,0.287,0.114,1,'B'
-0.001,0.05,0.03,0.835,0.175,8,'BB'
0.015,-0.178,0.028,0.259,0.121,1,'B'
0.479,1.039,0.099,19.161,0.986,12,'AAA'
0.376,0.492,0.094,2.51,0.355,10,'AA'
-0.009,-0.2,0.026,0.16,0.105,8,'CCC'
0.105,0.312,0.048,3.437,0.547,1,'AA'
0.369,0.567,0.087,3.521,0.418,6,'AAA'
-0.016,-0.099,0.03,0.602,0.144,9,'B'
0.356,0.409,0.073,2.028,0.32,2,'A'
0.567,0.838,0.117,9.431,1.077,8,'AAA'
0.216,0.547,0.07,3.65,0.405,6,'AAA'
0.264,0.516,0.06,5.309,0.546,1,'AAA'
0.244,0.384,0.067,0.984,0.178,11,'BBB'
0.201,0.369,0.056,1.064,0.217,1,'BBB'
0.017,0.04,0.039,0.408,0.141,4,'BB'
0.423,0.617,0.094,4.158,0.435,7,'AAA'
0.16,0.32,0.05,1.802,0.317,10,'A'
0.036,0.174,0.044,1.138,0.267,6,'BBB'
0.089,0.229,0.041,2.513,0.445,4,'AA'
0.464,0.727,0.097,6.151,0.62,10,'AAA'
0.03,0.06,0.034,0.753,0.274,4,'BB'
0.181,0.311,0.058,1.179,0.22,2,'BBB'
-0.037,-0.12,0.015,0.814,0.191,4,'BB'
0.199,0.434,0.058,2.547,0.39,12,'AA'
-0.017,0.049,0.026,0.225,0.1,9,'BB'
0.519,0.669,0.113,4.024,0.441,7,'AAA'
-0.055,0.045,0.028,0.979,0.292,8,'BB'
0.166,0.248,0.058,0.781,0.154,7,'BBB'
0.083,0.147,0.044,0.695,0.209,4,'BBB'
0.119,0.316,0.059,1.775,0.337,1,'A'
-0.066,-0.077,0.02,0.727,0.246,9,'B'
0.057,0.115,0.045,0.668,0.149,2,'BB'
0.274,0.273,0.065,0.852,0.226,4,'BBB'
0.098,0.244,0.048,1.24,0.317,8,'A'
0.092,0.318,0.054,1.213,0.546,7,'A'
0.133,0.278,0.059,1.085,0.313,8,'BBB'
0.062,-0.13,0.048,0.105,0.085,7,'BB'
0.018,0.031,0.046,0.284,0.112,1,'B'
0.172,0.319,0.06,1.736,0.269,7,'A'
0.293,0.482,0.059,10.06,1.058,2,'AAA'
0.44,0.613,0.071,3.342,0.338,8,'AAA'
0.186,0.262,0.063,1.19,0.169,8,'BBB'
0.191,0.479,0.057,6.548,0.528,3,'AAA'
0.359,0.536,0.078,3.775,0.365,8,'AAA'
0.07,0.186,0.048,1.294,0.264,10,'BBB'
0.029,0.039,0.03,0.95,0.213,11,'BBB'
0.263,0.592,0.074,6.247,0.573,2,'AAA'
0.05,0.018,0.037,0.29,0.1,5,'BB'
0.123,0.211,0.059,0.789,0.141,6,'BBB'
-0.038,-0.044,0.038,0.56,0.204,3,'BB'
0.156,0.38,0.059,2.514,0.486,10,'A'
0.397,0.704,0.084,10.393,1.006,11,'AAA'
0.08,0.148,0.043,0.755,0.157,1,'BB'
0.08,0.345,0.053,1.168,0.395,1,'BBB'
0.039,0.105,0.056,0.426,0.158,1,'BB'
0.008,0.14,0.038,1.091,0.285,5,'BBB'
0.066,0.156,0.042,1.015,0.316,4,'BB'
0.052,0.101,0.03,0.598,0.195,11,'BB'
0.386,0.331,0.094,0.71,0.159,10,'BB'
0.189,0.184,0.058,0.645,0.165,2,'BBB'
0.18,0.335,0.064,1.814,0.327,3,'A'
0.065,0.145,0.046,1.292,0.21,8,'BBB'
0.192,0.366,0.059,1.745,0.294,3,'A'
0.03,0.159,0.042,1.343,0.177,2,'BBB'
0.044,0.214,0.045,0.831,0.286,2,'BB'
0.345,0.577,0.083,3.229,0.418,6,'AAA'
0.272,0.371,0.075,3.603,0.338,1,'AAA'
-0.002,-0.06,0.035,0.476,0.148,1,'BB'
0.262,0.177,0.078,0.256,0.093,8,'B'
0.059,0.084,0.048,0.471,0.098,11,'BB'
0.12,0.265,0.044,1.792,0.374,10,'BBB'
0.01,0.137,0.033,1.026,0.39,10,'BB'
0.452,0.458,0.101,1.864,0.21,5,'A'
0.008,0.087,0.034,0.923,0.214,1,'BB'
0.15,0.135,0.056,0.446,0.194,12,'BB'
0.031,-0.069,0.036,0.331,0.164,7,'B'
0.184,0.245,0.063,0.619,0.146,11,'BBB'
0.2,0.176,0.066,0.566,0.129,6,'BBB'
0.583,0.653,0.137,2.152,0.166,2,'AA'
0.412,0.626,0.085,3.854,0.409,4,'AAA'
0.128,0.339,0.047,3.1,0.487,6,'AAA'
0.042,0.126,0.032,0.765,0.177,5,'BB'
0.021,0.271,0.039,2.311,0.329,6,'A'
0.06,0.044,0.053,0.344,0.142,1,'BB'
0.551,0.739,0.11,3.293,0.409,9,'AAA'
0.058,0.126,0.043,0.919,0.243,9,'BB'
0.071,0.214,0.048,2.019,0.376,7,'A'
0.146,0.194,0.041,1.603,0.228,5,'A'
0.068,-0.007,0.038,0.352,0.098,9,'BB'
0.143,0.297,0.047,2.471,0.693,7,'AA'
0.173,0.228,0.056,0.731,0.144,3,'BB'
0,0.13,0.043,1.288,0.311,4,'BBB'
0.021,0.097,0.031,1.164,0.353,3,'BBB'
0.031,0.212,0.032,1.276,0.277,5,'BBB'
0.462,0.528,0.095,1.792,0.34,9,'A'
0.066,0.218,0.044,1.475,0.346,11,'A'
0.081,0.135,0.042,0.901,0.221,4,'BB'
0.049,0.18,0.033,5.218,0.552,12,'AAA'
-0.007,-0.022,0.047,0.514,0.134,8,'BB'
0.16,0.533,0.06,4.301,0.671,8,'AAA'
0.128,0.213,0.054,1.061,0.242,4,'BB'
0.194,0.31,0.053,2.058,0.392,9,'A'
0.033,-0.286,0.056,0.112,0.069,5,'B'
0.309,0.528,0.07,2.868,0.433,6,'AA'
0.088,0.141,0.052,0.567,0.133,10,'B'
0.192,0.422,0.055,5.084,0.671,6,'AAA'
0.118,0.2,0.049,1.171,0.312,12,'BBB'
0.227,0.316,0.063,0.834,0.149,5,'BBB'
0.212,0.4,0.066,1.967,0.291,4,'A'
0.147,0.091,0.053,0.421,0.117,9,'BB'
0.129,0.178,0.05,1.027,0.215,1,'BBB'
0.11,0.242,0.051,1.461,0.355,6,'A'
-0.015,0.029,0.03,0.459,0.127,5,'B'
0.123,0.231,0.047,1.053,0.198,8,'BBB'
0.571,0.553,0.126,0.284,0.093,6,'BBB'
0.226,0.323,0.062,1.608,0.333,7,'BBB'
0.24,0.365,0.068,1.559,0.343,2,'A'
0.404,0.592,0.085,2.783,0.32,12,'AA'
0.2,0.2,0.055,0.746,0.22,8,'BBB'
0.376,0.744,0.077,7.115,1.057,5,'AAA'
0.276,0.283,0.068,0.601,0.124,3,'BBB'
0.296,0.385,0.072,1.143,0.369,9,'BBB'
0.215,0.342,0.067,1.831,0.303,1,'A'
0.183,-0.032,0.057,0.077,0.059,8,'BB'
-0.053,-0.222,0.017,0.309,0.224,4,'B'
-0.005,-0.024,0.031,0.27,0.154,6,'BB'
-0.01,0.129,0.038,0.96,0.198,2,'BB'
-0.522,-0.836,-0.036,0.441,0.224,1,'CCC'
0.129,0.202,0.056,0.917,0.257,1,'BBB'
0.038,0.016,0.039,0.42,0.154,7,'BB'
-0.014,-0.168,0.019,0.689,0.092,6,'BB'
0.227,0.409,0.059,1.88,0.41,5,'A'
0.347,0.477,0.08,2.283,0.382,11,'AA'
0.258,0.392,0.076,1.996,0.257,2,'A'
0.345,0.557,0.064,3.931,0.508,9,'AAA'
0.37,0.604,0.083,3.335,0.339,5,'AAA'
0.135,0.232,0.054,0.825,0.189,2,'BBB'
0.018,0.063,0.029,1.396,0.34,5,'BBB'
0.245,0.312,0.075,1.305,0.218,9,'BBB'
0.118,0.276,0.054,1.203,0.277,6,'A'
0.027,0.052,0.039,0.541,0.167,1,'B'
0.132,0.204,0.056,1.324,0.331,11,'A'
0.128,0.486,0.06,5.729,0.775,5,'AAA'
0.01,0.129,0.029,1.183,0.265,3,'BBB'
-0.089,-0.148,0.009,0.756,0.18,2,'BB'
-0.025,-0.102,0.028,0.341,0.132,3,'BB'
-0.048,0.025,0.042,1.124,0.32,2,'BBB'
0.253,0.446,0.066,1.438,0.304,2,'A'
0.201,0.368,0.053,2.9,0.372,1,'AA'
0.039,0.22,0.037,1.835,0.366,8,'A'
0.091,0.19,0.05,1.223,0.279,6,'BBB'
0.163,0.403,0.055,1.832,0.474,6,'A'
0.251,0.396,0.072,2.593,0.328,1,'AA'
0.352,0.561,0.069,5.652,0.778,4,'AAA'
0.135,0.188,0.05,1.083,0.211,7,'BBB'
0.125,0.259,0.049,1.002,0.347,6,'BBB'
0.122,0.223,0.05,1.095,0.222,2,'BB'
0.301,0.387,0.068,3.13,0.435,6,'AAA'
0.011,0.854,0.03,21.81,0.373,12,'AAA'
0.047,0.368,0.037,4.597,0.435,2,'AAA'
0.263,0.634,0.084,4.805,0.474,2,'AAA'
-0.295,-0.347,-0.016,0.323,0.203,7,'B'
0.185,0.255,0.055,1.249,0.195,7,'BBB'
0.291,0.33,0.08,1.722,0.249,8,'A'
0.045,0.059,0.048,0.487,0.138,4,'BB'
0.21,0.507,0.064,4.017,1.056,5,'AAA'
0.082,0.127,0.045,0.644,0.157,11,'BBB'
0.267,0.463,0.065,2.795,0.343,6,'AA'
0.158,0.241,0.056,1.076,0.171,4,'BBB'
0.025,-0.284,0.053,0.085,0.058,4,'CCC'
0.198,0.224,0.06,1.367,0.205,5,'BBB'
0.041,-0.055,0.042,0.342,0.104,2,'BB'
0.541,0.948,0.113,18.329,1.005,9,'AAA'
0.183,0.374,0.059,1.785,0.361,10,'A'
0.224,0.364,0.07,2.039,0.444,9,'A'
0.273,0.326,0.072,1.557,0.228,10,'BBB'
0.166,0.36,0.061,2.007,0.38,8,'A'
0.42,0.164,0.094,0.19,0.098,4,'B'
0.074,0.128,0.05,0.526,0.155,3,'BBB'
0.062,0.138,0.039,0.976,0.42,5,'BBB'
0.039,0.12,0.035,0.872,0.139,1,'BB'
0.662,0.914,0.124,8.175,0.403,3,'AAA'
0.068,0.306,0.051,1.64,0.31,7,'A'
0.013,0.093,0.04,1.125,0.296,5,'BBB'
0.011,0.069,0.034,0.678,0.236,10,'BB'
0.169,0.37,0.062,2.243,0.353,2,'A'
0.028,0.051,0.036,0.382,0.136,12,'BB'
0.534,0.772,0.111,7.113,0.536,10,'AAA'
0.344,0.486,0.071,2.941,0.408,8,'AA'
0.169,0.182,0.053,0.447,0.137,11,'BB'
0.25,0.382,0.064,2.17,0.331,1,'A'
-0.072,-0.476,0.011,0.328,0.138,9,'CCC'
0.056,0.048,0.039,0.617,0.124,4,'B'
-0.029,0.081,0.028,0.971,0.226,8,'BB'
0.221,0.463,0.064,2.67,0.401,12,'AA'
0.168,0.06,0.055,0.154,0.063,10,'BB'
0.112,0.054,0.052,0.458,0.117,3,'BB'
-0.004,0.107,0.047,2.813,0.218,7,'AA'
-0.085,-0.025,0.007,0.842,0.283,1,'BB'
0.269,0.373,0.067,2.295,0.375,7,'AA'
0.252,0.381,0.068,3.255,0.363,3,'AAA'
0.087,0.221,0.049,1.192,0.283,2,'BBB'
0.155,0.274,0.062,1.106,0.216,5,'BBB'
0.122,0.338,0.045,3.395,0.768,5,'AA'
0.001,0.099,0.033,0.841,0.233,9,'B'
0.053,0.387,0.037,4.091,0.666,8,'AAA'
0.206,0.458,0.067,2.667,0.376,5,'AA'
0.525,0.672,0.096,2.82,0.308,8,'AA'
0.329,0.207,0.065,0.636,0.185,6,'BBB'
0.339,0.423,0.073,1.737,0.229,7,'A'
0.073,0.157,0.047,1.018,0.296,6,'BBB'
0.239,0.438,0.063,2.754,0.345,6,'AA'
-0.068,-0.406,0.009,0.174,0.077,11,'CCC'
0.268,0.399,0.07,1.473,0.286,5,'A'
0.217,0.202,0.056,0.967,0.153,10,'BBB'
0.19,0.473,0.052,6.41,0.701,2,'AAA'
0.13,0.231,0.045,1.728,0.329,8,'BBB'
0.093,0.136,0.049,0.584,0.173,7,'BB'
0.281,0.29,0.069,0.582,0.138,6,'BBB'
0.084,0.302,0.049,2.741,0.529,1,'AA'
0.108,0.181,0.047,0.675,0.203,12,'BB'
0.113,0.438,0.05,3.863,0.569,4,'AA'
0.247,0.273,0.063,1.077,0.208,2,'BBB'
-0.034,-0.096,0.022,0.524,0.111,6,'BB'
0.043,0.218,0.04,1.514,0.329,7,'A'
-0.071,-0.047,0.018,1.008,0.423,10,'BB'
0.079,0.204,0.051,0.454,0.084,7,'BB'
0.131,0.238,0.052,1.519,0.276,6,'A'
0.256,0.515,0.067,3.817,0.506,9,'AAA'
0.291,0.3,0.072,0.959,0.155,6,'BBB'
0.091,0.128,0.044,1.967,0.231,10,'A'
0.018,0.039,0.031,1.133,0.307,12,'BBB'
0.076,0.204,0.045,1.441,0.309,1,'BBB'
0.358,0.786,0.089,8.461,0.713,11,'AAA'
0.242,0.274,0.063,0.736,0.172,1,'BBB'
0.169,0.233,0.061,1.078,0.221,9,'BBB'
0.16,0.377,0.044,4.133,0.435,1,'AAA'
0.247,0.595,0.061,7.422,0.604,12,'AAA'
0.376,0.429,0.084,1.177,0.123,10,'BBB'
-0.052,-0.461,0.014,0.142,0.098,8,'CCC'
-0.017,-0.012,0.021,0.58,0.227,11,'BBB'
0.201,0.386,0.062,2.759,0.323,2,'AA'
0.128,0.254,0.052,2.089,0.379,6,'AA'
-0.032,0.232,0.034,5.783,0.692,2,'AAA'
0.042,0.3,0.046,2.593,0.397,11,'AA'
0.038,0.124,0.038,0.494,0.129,3,'BBB'
0.121,0.201,0.047,1.101,0.183,2,'BBB'
0.278,0.3,0.067,1.616,0.33,8,'A'
0.15,0.207,0.056,0.942,0.276,5,'BBB'
0.121,0.266,0.046,1.17,0.299,9,'BB'
0.092,0.061,0.048,0.407,0.129,1,'B'
0.46,0.708,0.094,4.501,0.462,4,'AAA'
0.356,0.705,0.067,6.209,0.684,8,'AAA'
0.052,-0.007,0.044,0.403,0.178,8,'B'
0.056,0.007,0.048,0.294,0.084,6,'BB'
0.197,0.513,0.05,7.85,0.593,10,'AAA'
0.093,0.195,0.053,1.158,0.238,6,'BBB'
0.155,0.224,0.055,1.147,0.236,11,'A'
0.2,0.112,0.061,0.366,0.099,1,'BB'
0.05,0.574,0.046,12.01,0.872,12,'AAA'
-0.042,-0.596,0.023,0.178,0.116,10,'CCC'
0.096,0.31,0.041,3.893,0.668,3,'AAA'
0.033,0.081,0.039,0.67,0.218,6,'BBB'
0.147,0.132,0.063,1.008,0.21,6,'BBB'
0.198,0.191,0.063,0.68,0.204,2,'BB'
0.335,0.396,0.082,0.84,0.211,7,'BBB'
0.063,0.078,0.047,0.311,0.106,4,'BB'
0.301,0.381,0.068,2.117,0.365,7,'A'
-0.005,-0.041,0.033,0.454,0.269,3,'BB'
0.011,0.116,0.041,0.868,0.17,12,'BBB'
-0.027,0.053,0.022,1.457,0.37,12,'BBB'
-0.036,0.002,0.031,0.529,0.121,12,'BB'
0.051,0.178,0.04,0.947,0.315,9,'BB'
0.122,0.427,0.047,3.771,0.464,10,'AA'
0.626,0.823,0.12,4.994,0.553,6,'AAA'
0.217,0.449,0.059,3.685,0.651,9,'AAA'
0.066,0.127,0.044,0.504,0.138,1,'BB'
0.301,0.565,0.082,4.241,0.815,3,'AAA'
0.199,0.233,0.06,0.924,0.193,4,'BBB'
-0.068,0.057,0.025,0.637,0.2,5,'B'
0.135,0.42,0.057,7.338,0.747,7,'AAA'
0.144,0.25,0.056,1.539,0.401,7,'A'
0.292,0.5,0.075,4.842,0.635,4,'AAA'
0.669,1.47,0.122,66.083,1.655,3,'AAA'
0.529,0.68,0.117,2.561,0.274,5,'AA'
0.296,0.615,0.069,3.349,0.331,2,'AAA'
0.336,0.45,0.075,1.857,0.381,8,'A'
0.286,0.333,0.074,1.28,0.288,12,'BBB'
0.102,0.233,0.053,1.386,0.311,10,'BBB'
-0.063,0.067,0.021,1.915,0.397,9,'BBB'
-0.019,-0.792,0.03,0.047,0.065,10,'CCC'
0.17,0.232,0.057,0.88,0.195,8,'BBB'
0.299,0.401,0.081,1.331,0.224,10,'A'
0.245,0.605,0.06,12.974,1.072,1,'AAA'
0.21,0.259,0.068,1.106,0.28,3,'A'
0.21,0.213,0.056,0.766,0.271,3,'BBB'
0.063,0.085,0.04,1.266,0.182,1,'BBB'
0.197,0.326,0.065,1.434,0.209,1,'BBB'
0.298,0.35,0.075,0.773,0.161,6,'BBB'
0.026,0.182,0.039,0.253,0.114,12,'BB'
0.215,0.664,0.075,6.753,0.912,1,'AAA'
0.168,0.228,0.056,0.541,0.164,7,'BBB'
0.151,0.461,0.052,4.591,0.605,2,'AAA'
0.101,0.08,0.049,0.517,0.157,1,'BB'
0.094,0.212,0.042,0.759,0.31,12,'BB'
0.08,0.27,0.043,2.49,0.448,12,'AA'
0.007,0.092,0.039,0.857,0.193,2,'BB'
0.233,0.282,0.065,0.495,0.21,5,'BB'
0.057,0.312,0.042,4.26,0.829,5,'AAA'
0.3,0.34,0.068,2.071,0.389,8,'A'
0.049,-0.046,0.047,0.523,0.275,12,'BB'
0.082,0.143,0.044,0.608,0.181,7,'BB'
0.057,0.011,0.043,0.458,0.209,7,'BB'
0.293,0.462,0.075,5.326,0.664,6,'AAA'
0.111,-0.133,0.045,0.628,0.101,11,'BB'
-0.025,0.031,0.033,0.347,0.22,2,'BB'
0.016,0.051,0.037,0.634,0.155,7,'BB'
0.267,0.332,0.069,1.631,0.233,3,'A'
0.39,0.566,0.078,3.863,0.453,4,'AAA'
0.04,0.422,0.054,4.369,0.763,7,'AAA'
0.083,0.041,0.046,0.272,0.119,4,'B'
0.135,0.525,0.049,7.037,0.953,2,'AAA'
0.031,0.049,0.037,0.703,0.214,2,'BBB'
0.103,0.529,0.039,4.578,0.344,5,'AAA'
-0.029,-0.052,0.03,0.626,0.248,4,'B'
0.092,0.226,0.059,1.237,0.245,7,'BBB'
0.25,0.264,0.062,2.101,0.434,3,'A'
0.201,0.346,0.058,2.465,0.4,5,'A'
-0.005,0.216,0.03,2.235,0.474,2,'BBB'
-0.059,-0.022,0.023,0.693,0.245,7,'BB'
-0.022,0.102,0.027,1.826,0.355,12,'A'
0.168,0.18,0.051,1.503,0.259,1,'BBB'
-0.061,-0.549,0.012,0.142,0.104,3,'B'
0.07,0.069,0.044,0.383,0.113,7,'BB'
0.066,0.212,0.048,1.099,0.205,10,'BB'
0.067,0.132,0.04,1.038,0.229,10,'BB'
0.264,0.235,0.059,0.529,0.141,1,'BB'
0.01,0.14,0.037,1.417,0.245,11,'BBB'
0.159,0.342,0.053,1.453,0.331,2,'BBB'
0.03,0.021,0.044,0.259,0.134,4,'B'
0.074,0.34,0.05,3.625,0.603,11,'AA'
-0.056,-0.237,0.015,0.303,0.115,1,'B'
0.096,0.104,0.054,0.394,0.114,10,'BB'
0.073,0.163,0.039,1.588,0.275,7,'A'
0.128,0.167,0.053,0.755,0.226,8,'BB'
0.001,0.141,0.037,0.618,0.151,8,'BB'
0.047,0.275,0.038,3.077,0.478,6,'AA'
0.202,0.272,0.059,1.13,0.241,1,'BBB'
0.08,0.074,0.05,0.307,0.126,3,'BB'
0.277,0.329,0.075,1.679,0.244,8,'A'
0.131,0.243,0.047,2.194,0.357,12,'A'
0.153,0.399,0.052,3.841,0.446,5,'AAA'
0.112,0.095,0.051,0.366,0.128,2,'B'
0.145,0.224,0.05,2.017,0.382,5,'A'
0.008,0.065,0.042,1.123,0.102,8,'BBB'
0.57,0.896,0.119,12.825,1.001,3,'AAA'
0.155,0.14,0.051,0.55,0.222,1,'BBB'
0.146,0.299,0.052,3.148,0.216,2,'AAA'
0.085,0.22,0.047,1.833,0.404,10,'BBB'
0.083,0.056,0.049,0.373,0.107,10,'BB'
0.454,0.544,0.096,1.784,0.9,4,'A'
0.145,0.423,0.054,5.028,0.651,8,'AAA'
0.498,0.731,0.094,7.447,0.693,5,'AAA'
0.42,0.673,0.104,4.733,0.696,12,'AAA'
0.144,0.391,0.045,2.933,0.332,9,'AA'
0.233,0.182,0.062,0.693,0.137,10,'BB'
0.377,0.562,0.073,6.855,0.585,1,'AAA'
0.309,0.517,0.069,2.126,0.286,12,'AA'
0.147,0.249,0.055,0.909,0.17,9,'BBB'
-0.003,0.083,0.04,0.354,0.133,10,'BB'
0.128,0.176,0.051,0.756,0.246,8,'BB'
0.039,0.019,0.043,0.347,0.107,9,'BB'
0.128,0.224,0.059,1.628,0.287,8,'A'
0.168,0.296,0.057,2.447,0.399,1,'A'
0.1,0.095,0.044,0.595,0.147,8,'BB'
0.799,1.497,0.2,20.258,0.977,5,'AAA'
0.063,0.116,0.038,1.358,0.264,10,'BBB'
0.295,0.492,0.071,2.26,0.43,2,'A'
0.136,0.252,0.062,0.738,0.193,12,'BBB'
0.001,0.077,0.034,0.801,0.231,10,'BB'
0.036,0.138,0.04,0.81,0.227,9,'BB'
0.024,0.108,0.04,0.977,0.227,12,'BBB'
0.06,-0.028,0.042,0.278,0.121,3,'BB'
0.014,0.044,0.037,0.421,0.123,9,'BB'
0.027,-0.019,0.034,0.426,0.144,1,'BB'
0.388,0.498,0.088,2.243,0.364,8,'A'
0.027,0.212,0.038,2.409,0.282,1,'A'
0.356,0.309,0.077,1.082,0.187,12,'BBB'
0.16,0.327,0.053,2.823,0.371,9,'AA'
0.05,0.111,0.037,1.016,0.309,4,'BBB'
0.498,0.583,0.117,0.977,0.209,11,'A'
-0.028,0.118,0.026,1.278,0.283,10,'BBB'
-0.01,-0.078,0.032,0.307,0.105,9,'B'
0.034,-0.029,0.038,0.744,0.196,5,'BB'
0.233,0.32,0.058,2.234,0.272,4,'A'
0.107,0.109,0.05,0.349,0.132,6,'BB'
0.276,0.698,0.068,13.98,1.116,5,'AAA'
-0.029,-0.212,0.026,0.375,0.192,9,'B'
-0.162,-0.678,-0.012,0.268,0.136,10,'CCC'
0.082,0.104,0.048,0.72,0.162,3,'BBB'
0.121,0.263,0.046,1.219,0.286,1,'BBB'
0.4,0.437,0.081,1.346,0.315,2,'BBB'
0.273,0.154,0.071,0.323,0.084,9,'BB'
0.119,0.227,0.056,1.552,0.268,11,'A'
0.293,0.308,0.068,1.049,0.213,9,'BBB'
0.122,0.255,0.054,2.552,0.431,10,'AA'
0.388,0.517,0.087,1.55,0.215,6,'A'
0.217,0.326,0.045,2.522,0.295,1,'AA'
0.361,0.273,0.069,0.791,0.16,2,'BBB'
0.373,0.512,0.086,2.218,0.267,6,'AA'
-0.01,-0.067,0.035,0.418,0.115,3,'B'
0.189,0.383,0.061,3.259,0.434,5,'AAA'
-0.044,-0.119,0.019,0.428,0.21,1,'B'
0.127,0.115,0.049,0.689,0.147,12,'BB'
0.122,0.181,0.051,1.004,0.386,12,'BBB'
0.495,0.724,0.097,5.232,0.32,2,'AAA'
0.131,0.139,0.057,0.518,0.222,9,'BB'
-0.011,-0.117,0.04,0.115,0.082,11,'BB'
0.204,0.195,0.061,1.901,0.375,2,'A'
-0.056,-0.063,0.022,0.398,0.142,6,'BB'
0.051,0.061,0.046,0.314,0.125,12,'BB'
-0.082,-0.43,0.022,0.126,0.077,6,'B'
-0.014,0.141,0.032,1.546,0.307,1,'BBB'
-0.007,0.042,0.031,0.76,0.298,12,'BBB'
0.012,0.03,0.036,0.517,0.236,1,'B'
-0.06,-0.127,0.025,0.473,0.165,2,'B'
0.007,0.094,0.04,0.766,0.181,6,'BB'
0.28,0.387,0.062,3.853,0.527,12,'AAA'
0.342,0.421,0.071,2.78,0.367,9,'A'
0.124,0.274,0.052,1.413,0.294,11,'A'
0.229,0.366,0.065,1.427,0.275,5,'A'
0.198,0.293,0.069,1.101,0.231,1,'BBB'
0.023,0.007,0.034,0.506,0.212,7,'BBB'
0.108,0.164,0.051,0.927,0.261,5,'BB'
0.091,0.056,0.053,0.378,0.128,11,'BB'
0.225,0.345,0.065,2.262,0.348,7,'AA'
0.125,0.208,0.041,2.227,0.368,3,'A'
0.155,0.278,0.059,1.222,0.258,5,'BBB'
0.196,0.162,0.057,0.426,0.182,11,'BB'
0.142,0.244,0.062,1.291,0.411,6,'A'
-0.148,-0.848,-0.002,0.148,0.076,6,'CCC'
-0.041,-0.035,0.012,0.806,0.275,5,'BB'
0.119,0.322,0.045,4.369,0.568,6,'AAA'
0.138,0.46,0.059,3.641,0.455,3,'AAA'
0.393,0.303,0.08,0.663,0.159,4,'BBB'
0.053,0.192,0.047,0.855,0.219,1,'BB'
0.15,0.393,0.054,3.911,0.498,9,'AA'
0.085,0.043,0.05,0.351,0.115,10,'B'
0.474,0.716,0.095,3.163,0.629,4,'AAA'
0.09,0.155,0.045,1.374,0.269,4,'BBB'
0.162,0.368,0.058,2.021,0.198,6,'A'
0.013,0.036,0.035,0.738,0.191,6,'BB'
0.256,0.326,0.065,1.377,0.229,8,'A'
-0.017,0.074,0.031,1.22,0.232,4,'BBB'
0.06,0.305,0.044,2.384,0.314,11,'AA'
-0.011,-0.459,0.028,0.267,0.107,8,'B'
0.068,0.085,0.044,0.435,0.105,10,'B'
-0.119,-0.51,0,0.366,0.193,6,'B'
0.08,0.17,0.048,0.725,0.252,9,'BB'
0.022,0.024,0.033,0.463,0.146,7,'BB'
0.425,0.405,0.087,0.873,0.208,10,'BB'
0.205,0.422,0.058,3.594,0.561,12,'AAA'
-0.263,-0.207,0,0.616,0.118,6,'BB'
0.09,0.177,0.04,1.074,0.142,3,'BBB'
0.471,0.809,0.092,5.869,0.681,6,'AAA'
0.286,0.245,0.061,0.537,0.121,9,'BB'
0.258,0.536,0.077,4.647,0.61,7,'AAA'
0.202,0.382,0.057,2.649,0.487,9,'A'
-0.055,-0.453,0.012,0.361,0.205,1,'B'
0.507,0.306,0.099,0.257,0.084,12,'BB'
0.209,0.268,0.061,0.892,0.269,9,'BB'
0.265,0.384,0.065,1.852,0.368,4,'A'
0.036,0.034,0.037,0.677,0.166,9,'B'
